S(t+1),aCo,bCo,cCo
3,1,0,0
5,1,3,9
4,1,8,64
4,1,12,144
9,1,16,256
7,1,25,625
6,1,32,1024
6,1,38,1444
8,1,44,1936
6,1,52,2704
5,1,58,3364
8,1,63,3969
7,1,71,5041
5,1,78,6084
8,1,83,6889
2,1,91,8281
1,1,93,8649
1,1,94,8836
0,1,95,9025
0,1,95,9025
2,1,95,9025
1,1,97,9409
0,1,98,9604
0,1,98,9604
0,1,98,9604
1,1,98,9604
0,1,99,9801
1,1,99,9801
0,1,100,10000
