t,Y(t+1),Y(t),Total P Adopters,Total Q Adopters
0,0,0,0
1,0,3,97
2,97,8,97
3,97,8,97
4,97,8,97
5,97,8,97
6,97,8,97
7,97,8,97
8,97,8,97
9,97,8,97
10,97,8,97
11,97,8,97
12,97,8,97
13,97,8,97
14,97,8,97
15,97,8,97
16,97,8,97
17,97,8,97
18,97,8,97
19,97,8,97
20,97,8,97
21,97,8,97
22,97,8,97
23,97,8,97
24,97,8,97
25,97,8,97
26,97,8,97
27,97,8,97
28,97,8,97
29,97,8,97
30,97,8,97
31,97,8,97
32,97,8,97
33,97,8,97
34,97,8,97
35,97,8,97
36,97,8,97
37,97,8,97
38,97,8,97
39,97,8,97
40,97,8,97
41,97,8,97
42,97,8,97
43,97,8,97
44,97,8,97
45,97,8,97
46,97,8,97
47,97,8,97
48,97,8,97
49,97,8,97
50,97,8,97
51,97,8,97
52,97,8,97
53,97,8,97
54,97,8,97
55,97,8,97
56,97,8,97
57,97,8,97
58,97,8,97
59,97,8,97
60,97,8,97
61,97,8,97
62,97,8,97
63,97,8,97
64,97,8,97
65,97,8,97
66,97,8,97
67,97,8,97
68,97,8,97
69,97,8,97
70,97,8,97
71,97,8,97
72,97,8,97
73,97,8,97
74,97,8,97
75,97,8,97
76,97,8,97
77,97,8,97
78,97,8,97
79,97,8,97
80,97,8,97
81,97,8,97
82,97,8,97
83,97,8,97
84,97,8,97
85,97,8,97
86,97,8,97
87,97,8,97
88,97,8,97
89,97,8,97
90,97,8,97
91,97,8,97
92,97,8,97
93,97,8,97
94,97,8,97
95,97,8,97
96,97,8,97
97,97,8,97
98,97,8,97
99,97,8,97
100,97,8,97
101,97,8,97
102,97,8,97
103,97,8,97
104,97,8,97
105,97,8,97
106,97,8,97
107,97,8,97
108,97,8,97
109,97,8,97
110,97,8,97
111,97,8,97
112,97,8,97
113,97,8,97
114,97,8,97
115,97,8,97
116,97,8,97
117,97,8,97
118,97,8,97
119,97,8,97
120,97,8,97
121,97,8,97
122,97,8,97
123,97,8,97
124,97,8,97
125,97,8,97
126,97,8,97
127,97,8,97
128,97,8,97
129,97,8,97
130,97,8,97
131,97,8,97
132,97,8,97
133,97,8,97
134,97,8,97
135,97,8,97
136,97,8,97
137,97,8,97
138,97,8,97
139,97,8,97
140,97,8,97
141,97,8,97
142,97,8,97
143,97,8,97
144,97,8,97
145,97,8,97
146,97,8,97
147,97,8,97
148,97,8,97
149,97,8,97
150,97,8,97
151,97,8,97
152,97,8,97
153,97,8,97
154,97,8,97
155,97,8,97
156,97,8,97
157,97,8,97
158,97,8,97
159,97,8,97
160,97,8,97
161,97,8,97
162,97,8,97
163,97,8,97
164,97,8,97
165,97,8,97
166,97,8,97
167,97,8,97
168,97,8,97
169,97,8,97
170,97,8,97
171,97,8,97
172,97,8,97
173,97,8,97
174,97,8,97
175,97,8,97
176,97,8,97
177,97,8,97
178,97,8,97
179,97,8,97
180,97,8,97
181,97,8,97
182,97,8,97
183,97,8,97
184,97,8,97
185,97,8,97
186,97,8,97
