t,Y(t+1),Y(t),Total P Adopters,Total Q Adopters
0,0
1,3
2,8
3,12
4,16
5,25
6,32
7,38
8,44
9,52
10,58
11,63
12,71
13,78
14,83
15,91
16,93
17,94
18,95
19,95
20,95
21,97
22,98
23,98
24,98
25,98
26,99
27,99
28,100
