GraphNo,Stadd1,aCo,bCo,cCo
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
8,0,1,100,10000
9,50,1,50,2500
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
9,0,1,100,10000
10,46,1,54,2916
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
10,0,1,100,10000
